,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,Popo_Density_Per_Hector
181,"Census Tract 1606, Baltimore city, Maryland",3403.00,1120.00,636.00,32.20,43.20,3.02,3.93,11.90,28.00,0.00,14.70,10.40,7.90,87.00,0.00,98.50,2.80,0.80,5.40,26.10,28.80,2.80,3.10,9.90,0.00,12.90,12.10,12.80,1.20,62270.00,34.60,13.90,41.10,2.00,29739.00,35733.00,30873.00,39.70,39.70,7.70,27.50,53.80,37.20,1772.00,63.20,1.30,0.00,1772.00,24,510,160600,13.30,0.00,1.40,4.20,1120.00,42.10,648.00,3.27,4.40,19.90,52.30,18.90,6.60,0.00,973.00,761.00,9.40,16.50,0.00,0.00,2.60,3403.00,55,1992,0.01616220981486923
182,"Census Tract 2401, Baltimore city, Maryland",3289.00,1613.00,825.00,4.20,48.90,2.03,2.59,11.00,0.00,0.00,0.00,3.00,5.40,76.50,0.90,92.40,7.70,20.90,1.80,70.40,4.40,4.20,10.30,21.90,0.00,4.20,1.40,8.00,30.10,165263.00,9.20,0.50,1.10,38.20,79740.00,106364.00,71719.00,92.80,92.80,0.90,0.00,0.00,0.00,1826.00,88.30,5.60,5.30,1826.00,24,510,240100,23.00,0.70,5.40,2.60,1613.00,63.70,586.00,2.08,9.40,18.90,0.00,2.50,5.90,16.50,2534.00,1952.00,8.10,9.70,0.00,0.50,91.90,3289.00,188,606,0.05716023107327455
183,"Census Tract 2715.03, Baltimore city, Maryland",850.00,644.00,157.00,3.30,75.60,1.32,2.05,4.80,220.00,-666666666.00,-666666666.00,0.70,7.70,90.30,0.00,90.70,9.00,16.70,3.60,81.50,4.40,5.20,15.80,17.00,0.00,2.80,2.50,16.10,12.60,113694.00,53.10,0.90,0.90,33.10,73108.00,80500.00,81000.00,85.90,85.90,2.70,6.40,0.00,0.00,695.00,92.70,0.00,16.70,695.00,24,510,271503,39.10,0.00,0.00,0.00,644.00,84.50,100.00,1.34,4.50,30.60,4.00,27.60,22.20,7.40,1619.00,1346.00,1.50,56.40,1.60,0.00,88.50,850.00,74,181,0.08705882352941176
184,"Census Tract 1002, Baltimore city, Maryland",2722.00,1054.00,546.00,37.60,48.20,2.15,3.12,2.60,0.00,-666666666.00,-666666666.00,29.50,0.00,81.70,0.00,96.40,2.70,1.30,15.40,27.80,26.40,18.70,0.00,17.90,0.00,43.80,11.10,9.50,0.00,37513.00,25.00,15.70,64.70,0.00,18955.00,20250.00,31026.00,27.00,27.00,2.00,42.90,100.00,57.10,1279.00,82.40,0.00,7.90,1279.00,24,510,100200,16.30,0.00,1.30,3.50,1054.00,9.70,952.00,1.87,3.20,37.10,61.80,25.50,0.00,0.00,960.00,349.00,3.90,10.70,0.40,0.00,3.10,2722.00,30,1541,0.011021307861866276
185,"Census Tract 1508, Baltimore city, Maryland",5202.00,1862.00,945.00,25.30,49.20,2.74,3.97,8.40,17.00,13.00,5.70,8.20,3.30,77.90,0.20,94.20,3.30,0.50,14.50,32.50,28.90,5.10,2.20,17.20,0.00,19.40,10.40,13.30,2.00,60354.00,36.70,10.40,36.00,3.60,32021.00,40996.00,44688.00,49.10,49.10,7.40,18.40,16.40,46.30,2438.00,76.40,2.20,3.90,2438.00,24,510,150800,6.40,1.00,0.30,1.90,1862.00,46.10,1003.00,3.56,7.40,17.10,14.90,18.70,32.70,1.20,1633.00,944.00,6.70,19.60,1.50,0.00,2.30,5202.00,108,2084,0.020761245674740483
186,"Census Tract 1703, Baltimore city, Maryland",1699.00,789.00,338.00,32.10,57.20,2.15,3.38,6.30,43.00,41.40,0.00,18.50,5.40,90.20,1.20,95.80,4.80,0.00,10.90,42.30,17.20,10.60,1.40,13.40,0.00,22.20,19.90,5.30,2.50,61720.00,30.50,8.50,41.20,1.80,27135.00,60278.00,54219.00,49.60,49.60,5.70,32.50,44.20,48.10,1259.00,62.70,9.10,11.80,1259.00,24,510,170300,9.30,0.00,2.00,0.00,789.00,34.70,515.00,2.05,0.80,43.20,6.20,42.70,24.80,6.20,1157.00,713.00,5.80,19.10,0.00,0.00,3.40,1699.00,30,882,0.017657445556209534
187,"Census Tract 2404, Baltimore city, Maryland",2669.00,1139.00,463.00,4.10,59.40,2.34,3.05,21.70,0.00,-666666666.00,-666666666.00,9.50,1.70,82.20,0.20,96.70,2.70,24.10,2.20,70.40,9.60,9.90,5.80,16.80,0.00,1.30,2.40,19.70,7.90,114850.00,13.90,0.90,1.40,13.60,59764.00,80455.00,57938.00,85.10,85.10,5.00,0.00,0.00,0.00,1293.00,88.10,3.60,9.20,1293.00,24,510,240400,12.50,0.00,3.60,0.50,1139.00,61.00,444.00,2.21,6.30,20.20,0.00,0.00,5.00,3.50,2135.00,1988.00,7.30,9.70,0.30,0.40,97.50,2669.00,120,815,0.04496065942300487
188,"Census Tract 2709.02, Baltimore city, Maryland",5363.00,1425.00,962.00,29.30,32.50,2.74,3.44,3.60,22.00,32.40,0.00,6.50,5.70,86.20,0.40,96.20,3.70,1.00,12.90,41.60,13.60,8.80,4.40,4.60,0.00,4.90,8.80,17.20,1.20,64161.00,45.90,4.70,17.80,1.10,20938.00,41809.00,38017.00,73.70,73.70,4.30,8.90,0.00,19.00,1534.00,92.90,3.00,9.60,1534.00,24,510,270902,0.00,0.00,0.00,0.00,1425.00,85.40,208.00,2.58,0.40,25.80,3.70,32.30,52.20,0.00,1464.00,1422.00,3.30,18.90,0.70,0.10,5.90,5363.00,113,986,0.021070296475853068
189,"Census Tract 2710.02, Baltimore city, Maryland",4203.00,1514.00,948.00,33.80,37.40,2.77,3.61,4.90,76.00,15.50,25.00,10.60,7.70,89.30,0.00,95.30,2.60,1.10,16.70,36.30,26.10,4.40,3.90,4.10,0.00,14.90,10.80,9.40,2.50,52776.00,44.80,9.80,27.50,1.70,30825.00,44306.00,32432.00,46.50,46.50,8.20,25.70,54.40,71.60,1783.00,84.90,2.40,15.00,1783.00,24,510,271002,0.60,0.70,0.00,1.70,1514.00,69.40,464.00,2.61,3.40,28.30,33.00,34.50,21.00,0.00,1184.00,1026.00,11.50,23.80,0.90,0.00,4.10,4203.00,95,2000,0.022602902688555793
190,"Census Tract 2604.02, Baltimore city, Maryland",3238.00,1227.00,692.00,28.30,43.60,2.64,3.64,5.70,67.00,0.00,0.00,7.90,3.60,92.50,1.20,85.50,13.50,0.00,9.90,30.00,25.10,12.80,5.40,9.70,0.00,12.10,18.30,12.70,0.00,49867.00,18.50,1.90,27.30,0.00,26711.00,42094.00,32679.00,61.40,61.40,6.10,26.90,24.30,39.70,1310.00,93.70,4.00,3.80,1310.00,24,510,260402,4.00,0.00,4.00,0.50,1227.00,33.40,817.00,3.49,6.30,39.70,7.80,29.30,4.60,0.00,1699.00,870.00,8.40,11.70,0.00,0.20,6.70,3238.00,133,1189,0.04107473749227918
191,"Census Tract 2712, Baltimore city, Maryland",6434.00,2198.00,1596.00,4.50,27.40,2.82,3.16,9.00,0.00,0.00,0.00,2.70,3.30,87.10,0.00,89.60,8.60,24.70,2.70,68.90,10.00,9.20,12.80,14.70,0.00,1.40,1.70,11.60,38.30,205274.00,26.80,3.00,4.40,46.70,74819.00,144236.00,75583.00,90.80,90.80,2.20,2.10,0.00,0.00,2364.00,93.00,1.80,8.20,2364.00,24,510,271200,0.70,0.00,0.00,1.30,2198.00,83.70,359.00,2.93,5.70,24.30,0.70,0.00,1.40,48.10,3123.00,1515.00,7.00,18.70,0.30,0.70,80.80,6434.00,359,1548,0.055797326701896174
192,"Census Tract 2804.04, Baltimore city, Maryland",2812.00,1045.00,619.00,34.00,40.80,2.50,3.36,4.10,22.00,0.00,23.40,16.20,6.90,89.80,0.00,99.00,0.70,0.30,9.60,21.60,27.00,17.80,1.90,4.10,0.30,17.20,10.30,8.10,3.80,58058.00,25.10,9.90,43.90,6.50,32074.00,48750.00,39968.00,45.80,45.80,6.80,35.50,41.70,54.30,1214.00,86.10,6.80,13.80,1214.00,24,510,280404,4.70,5.40,1.20,1.00,1045.00,37.30,655.00,3.19,4.30,15.50,22.60,40.30,12.80,7.40,1138.00,651.00,9.50,19.10,0.80,0.00,4.60,2812.00,84,1003,0.029871977240398292
193,"Census Tract 901, Baltimore city, Maryland",4136.00,1628.00,878.00,21.40,46.10,2.51,3.48,6.90,29.00,0.00,0.00,15.10,5.90,84.70,0.00,96.10,4.70,3.20,10.70,32.50,20.40,12.60,1.70,10.80,0.00,8.80,9.20,12.20,1.70,58304.00,39.00,2.50,26.00,3.20,28634.00,43313.00,40317.00,62.80,62.80,4.30,14.60,0.00,34.00,1949.00,83.50,7.00,14.00,1949.00,24,510,090100,3.20,0.50,2.50,3.30,1628.00,56.20,713.00,2.60,2.40,18.90,23.60,42.20,24.90,1.10,1171.00,971.00,5.70,20.80,0.00,0.20,13.20,4136.00,65,1330,0.015715667311411993
194,"Census Tract 2003, Baltimore city, Maryland",1517.00,497.00,302.00,42.30,39.20,3.02,3.68,12.90,65.00,21.30,0.00,26.20,0.70,77.80,0.00,94.50,9.10,3.50,25.20,28.80,30.70,6.50,3.30,10.10,0.00,28.00,15.30,4.20,0.00,50612.00,29.40,4.40,55.10,0.00,31453.00,38750.00,40500.00,20.50,20.50,6.60,36.80,58.90,48.00,948.00,52.40,6.20,9.80,948.00,24,510,200300,0.00,0.00,0.00,3.90,497.00,23.70,379.00,3.08,8.90,10.90,21.20,7.60,4.20,0.00,597.00,1071.00,11.90,9.10,2.90,0.00,27.70,1517.00,23,1383,0.015161502966381015
195,"Census Tract 2715.01, Baltimore city, Maryland",4162.00,1748.00,987.00,5.60,43.50,2.34,3.18,4.60,0.00,-666666666.00,-666666666.00,1.70,1.70,86.90,0.20,90.70,8.70,13.50,4.70,78.10,6.50,4.80,9.80,16.00,0.00,4.60,1.90,11.50,19.30,125925.00,25.70,0.20,2.90,32.00,63069.00,83443.00,60662.00,89.30,89.30,1.50,2.10,0.00,0.00,1892.00,92.40,4.00,4.70,1892.00,24,510,271501,1.40,0.00,1.50,0.00,1748.00,63.90,631.00,2.71,2.80,21.10,3.00,1.30,7.20,24.00,2428.00,1215.00,10.10,20.50,0.90,0.00,80.30,4162.00,362,875,0.086977414704469
196,"Census Tract 2502.03, Baltimore city, Maryland",1978.00,724.00,464.00,35.90,35.90,2.73,3.48,5.30,45.00,0.00,21.50,10.10,6.70,89.20,0.70,92.00,11.70,0.30,5.60,24.40,20.40,10.90,2.80,3.20,0.00,12.00,10.20,11.00,1.70,54099.00,34.50,7.50,24.90,2.60,33333.00,40556.00,40625.00,36.70,36.70,11.10,17.70,55.00,23.10,843.00,85.90,3.30,1.80,843.00,24,510,250203,0.00,0.00,1.40,0.00,724.00,31.20,498.00,2.15,1.90,25.70,45.10,19.00,15.00,0.00,1063.00,1125.00,9.60,13.60,0.00,0.00,13.40,1978.00,92,1159,0.046511627906976744
197,"Census Tract 2805, Baltimore city, Maryland",2238.00,979.00,366.00,33.50,62.60,1.98,3.39,4.50,44.00,0.00,0.00,29.50,4.90,84.40,0.50,97.70,2.50,3.40,17.30,18.70,35.40,17.80,0.00,7.30,0.00,37.10,25.00,3.20,0.70,41157.00,33.20,8.90,70.20,1.90,15179.00,51833.00,34917.00,28.00,28.00,11.10,65.60,87.90,75.50,1068.00,91.70,0.00,3.50,1068.00,24,510,280500,37.90,0.00,3.50,6.10,979.00,6.70,913.00,2.77,3.20,29.90,24.20,63.60,12.10,0.00,1335.00,271.00,6.60,14.80,0.00,0.00,7.00,2238.00,92,3399,0.041108132260947276
198,"Census Tract 909, Baltimore city, Maryland",2466.00,922.00,524.00,48.60,43.20,2.66,3.70,4.80,18.00,0.00,52.00,11.50,5.20,85.00,0.70,98.90,0.70,0.00,28.40,38.20,23.30,10.70,2.00,9.50,0.00,6.40,31.90,0.00,1.20,36517.00,40.20,6.00,37.90,2.10,29896.00,40486.00,33162.00,30.90,30.90,9.50,13.70,35.70,21.70,1378.00,66.90,0.00,5.60,1378.00,24,510,090900,19.20,0.00,4.50,1.60,922.00,21.80,721.00,3.03,1.40,10.20,45.80,16.40,0.00,0.00,1079.00,795.00,6.00,19.30,0.00,0.00,5.60,2466.00,68,1739,0.027575020275750203
199,"Census Tract 601, Baltimore city, Maryland",2974.00,948.00,592.00,23.50,37.60,3.13,3.82,11.70,72.00,8.00,30.70,6.40,2.90,82.70,0.50,85.10,21.00,1.90,6.10,32.20,20.30,14.80,3.90,4.90,0.00,11.60,17.20,11.20,6.60,87031.00,17.90,11.80,22.00,6.80,32064.00,48980.00,40217.00,53.60,53.60,8.00,40.90,50.00,88.20,1258.00,75.40,10.10,12.10,1258.00,24,510,060100,0.00,0.00,0.00,0.00,948.00,49.40,480.00,2.43,8.30,26.40,13.20,6.80,24.80,4.50,1537.00,1322.00,12.80,7.10,2.20,0.50,32.90,2974.00,23,2494,0.00773369199731002
200,"Census Tract 902, Baltimore city, Maryland",2903.00,1184.00,617.00,12.40,47.90,2.39,3.27,8.60,0.00,18.00,0.00,6.30,4.90,83.20,0.30,95.60,3.20,5.20,6.40,51.70,17.50,13.30,5.80,6.70,0.00,0.00,11.10,11.40,4.70,82565.00,43.10,0.00,12.20,7.50,45349.00,63725.00,60956.00,82.70,82.70,4.10,2.80,0.00,0.00,1291.00,91.70,0.00,14.30,1291.00,24,510,090200,4.00,0.00,0.00,5.30,1184.00,88.40,137.00,2.46,2.60,18.70,6.80,24.40,30.90,0.60,1512.00,921.00,2.90,27.20,1.10,0.00,21.20,2903.00,173,1370,0.059593523940750945
201,"Census Tract 906, Baltimore city, Maryland",3117.00,885.00,606.00,34.90,31.50,3.47,4.46,3.00,41.00,0.00,24.80,28.90,2.10,79.70,0.00,99.00,1.60,0.00,26.00,14.10,33.50,12.20,2.30,9.90,0.00,5.60,19.70,2.40,0.00,59277.00,49.90,11.00,35.50,0.00,35927.00,46569.00,41121.00,54.20,54.20,10.20,22.80,27.80,42.70,1347.00,65.70,0.00,33.20,1347.00,24,510,090600,0.00,0.00,0.00,0.00,885.00,66.30,298.00,3.07,2.60,15.00,35.40,14.10,20.10,2.90,1066.00,1219.00,7.80,17.60,0.00,0.00,9.80,3117.00,39,1192,0.012512030798845043
202,"Census Tract 1001, Baltimore city, Maryland",2233.00,850.00,401.00,37.60,52.80,2.62,3.98,8.10,164.00,0.00,50.80,13.70,2.40,91.00,0.00,97.10,2.60,0.00,8.30,21.00,47.50,9.80,1.10,4.20,0.00,26.70,10.80,1.50,0.00,40547.00,34.10,7.20,55.10,0.00,21373.00,46458.00,28986.00,36.70,36.70,4.10,27.70,81.30,64.30,1144.00,74.30,18.40,3.60,1144.00,24,510,100100,20.90,1.20,1.80,6.60,850.00,28.10,611.00,2.49,1.60,17.80,46.90,27.20,6.70,2.90,1250.00,709.00,5.20,14.70,0.00,0.00,1.70,2233.00,45,1521,0.020152261531571878
203,"Census Tract 1501, Baltimore city, Maryland",2192.00,948.00,387.00,32.80,59.20,2.29,3.60,10.00,44.00,16.10,0.00,20.30,0.70,91.60,0.00,98.40,1.90,1.00,19.20,15.70,26.50,3.30,5.10,0.00,0.00,23.40,14.10,3.20,1.10,49202.00,42.90,14.00,45.90,2.60,15456.00,21887.00,32396.00,22.40,22.40,7.60,49.10,0.00,68.70,1519.00,62.40,0.00,12.70,1519.00,24,510,150100,10.30,0.00,0.60,0.50,948.00,36.20,605.00,3.16,4.20,35.30,61.20,6.40,8.70,0.00,923.00,372.00,7.10,20.60,0.00,0.00,1.30,2192.00,36,2092,0.016423357664233577
204,"Census Tract 1509, Baltimore city, Maryland",3359.00,1265.00,772.00,30.00,39.00,2.66,3.50,4.90,41.00,12.10,13.60,11.50,7.00,90.20,0.00,92.20,4.20,0.20,7.50,40.40,14.80,9.10,4.70,7.80,0.00,0.00,13.20,13.30,1.70,62764.00,35.90,3.20,17.20,2.80,30514.00,48393.00,48281.00,61.20,61.20,10.00,17.10,0.00,59.80,1649.00,76.70,2.20,11.70,1649.00,24,510,150900,0.00,0.00,1.00,0.00,1265.00,66.00,430.00,2.54,4.20,24.80,23.80,38.80,9.70,0.00,1354.00,959.00,4.10,20.70,1.90,0.00,5.20,3359.00,144,1311,0.04286990175647514
205,"Census Tract 2004, Baltimore city, Maryland",1624.00,531.00,322.00,36.70,39.40,3.06,3.86,10.50,166.00,12.70,15.50,20.80,2.80,70.50,0.00,95.90,2.90,5.60,15.30,14.80,27.10,21.20,2.60,7.60,0.00,15.10,14.70,1.90,0.00,31241.00,21.30,1.90,46.30,0.00,17831.00,29688.00,33466.00,28.80,28.80,5.40,31.70,20.80,43.20,912.00,58.20,4.30,14.20,912.00,24,510,200400,9.60,0.00,0.50,0.90,531.00,33.50,353.00,2.80,5.80,24.10,42.70,10.10,12.90,0.00,784.00,939.00,10.40,10.70,0.00,0.00,3.90,1624.00,38,1112,0.023399014778325122
206,"Census Tract 2005, Baltimore city, Maryland",2866.00,959.00,559.00,14.10,41.70,2.99,3.64,15.00,100.00,0.00,0.00,24.90,5.20,81.00,0.00,81.50,29.10,10.20,9.50,25.20,24.10,5.50,2.40,8.00,0.00,20.20,13.20,9.30,0.00,58040.00,32.50,4.00,53.10,0.00,23833.00,29464.00,32857.00,32.40,32.40,13.00,13.80,20.70,15.90,1515.00,63.30,6.20,0.00,1515.00,24,510,200500,6.90,0.00,0.00,3.20,959.00,33.20,641.00,3.78,3.40,21.60,12.60,16.00,3.10,0.00,1034.00,978.00,13.90,16.20,4.20,0.00,35.50,2866.00,67,3220,0.023377529658060014
207,"Census Tract 2501.01, Baltimore city, Maryland",4340.00,1613.00,1044.00,38.10,35.30,2.66,3.24,7.90,26.00,6.20,11.40,8.90,11.20,81.90,0.00,95.90,5.20,1.40,5.70,30.50,26.00,8.40,4.00,11.20,0.00,5.30,10.50,12.00,3.80,64791.00,24.70,4.70,19.80,4.60,41296.00,45012.00,47449.00,69.20,69.20,4.40,16.10,4.30,34.40,1710.00,94.30,1.80,6.00,1710.00,24,510,250101,0.50,0.00,0.50,0.00,1613.00,57.00,693.00,2.87,5.40,19.10,4.10,45.30,27.40,1.10,1298.00,1066.00,6.80,15.80,4.10,0.00,18.80,4340.00,96,960,0.022119815668202765
209,"Census Tract 2604.04, Baltimore city, Maryland",2252.00,602.00,406.00,26.60,32.60,3.73,4.17,15.80,217.00,0.00,0.00,18.20,6.10,83.10,0.00,64.60,46.70,1.60,3.80,14.20,32.20,11.50,0.00,13.70,0.00,15.00,13.00,5.80,0.00,59017.00,20.90,7.60,35.00,0.00,24435.00,34173.00,24375.00,27.90,27.90,28.90,28.80,47.00,67.20,759.00,79.30,9.20,16.30,759.00,24,510,260404,2.20,0.00,0.00,0.00,602.00,39.40,365.00,3.03,5.00,31.10,66.20,17.70,0.00,0.00,1086.00,1315.00,16.30,7.80,0.30,0.00,36.20,2252.00,446,2780,0.1980461811722913
210,"Census Tract 2701.02, Baltimore city, Maryland",3705.00,1223.00,838.00,31.70,31.50,3.00,3.69,5.20,108.00,0.00,16.20,13.10,8.10,95.90,0.40,94.60,6.10,9.10,9.40,38.00,20.10,9.60,5.00,8.20,0.00,4.70,5.50,15.70,3.80,76747.00,31.80,1.50,21.90,4.30,29356.00,42826.00,37989.00,59.60,59.60,15.50,6.80,0.00,20.30,1547.00,79.10,6.20,0.00,1547.00,24,510,270102,0.00,0.00,0.60,0.00,1223.00,82.70,211.00,3.01,0.00,34.00,9.20,33.80,36.10,1.50,1251.00,1076.00,6.90,17.00,1.20,0.00,22.20,3705.00,102,1226,0.027530364372469637
211,"Census Tract 2705.01, Baltimore city, Maryland",4130.00,1643.00,916.00,13.00,44.20,2.50,3.42,6.20,0.00,0.00,20.50,8.00,7.50,94.70,0.00,89.00,10.60,12.70,3.70,41.00,19.30,11.20,8.60,13.20,0.00,6.00,2.90,17.20,4.30,76820.00,28.40,1.20,7.20,5.90,46293.00,53952.00,56337.00,82.20,82.20,2.50,9.00,0.00,55.40,1823.00,90.10,2.90,0.00,1823.00,24,510,270501,0.00,1.30,0.00,0.00,1643.00,84.10,261.00,2.69,1.90,30.80,3.40,27.60,41.60,0.00,1496.00,1038.00,6.80,21.90,0.00,0.70,54.10,4130.00,231,1029,0.05593220338983051
212,"Census Tract 2708.01, Baltimore city, Maryland",4183.00,1560.00,915.00,28.70,41.30,2.68,3.48,8.30,11.00,0.00,36.10,6.40,9.50,88.30,0.00,91.80,5.90,4.10,10.30,37.90,20.10,8.40,4.80,5.80,0.50,5.70,6.00,16.40,3.70,64980.00,26.10,4.40,20.50,6.30,32784.00,49257.00,47651.00,64.40,64.40,9.90,14.00,41.20,26.70,1732.00,90.10,0.00,9.90,1732.00,24,510,270801,0.30,0.00,0.00,0.00,1560.00,71.90,439.00,2.65,2.80,27.20,13.60,44.50,26.60,1.00,1291.00,1153.00,3.30,13.30,1.90,0.30,16.90,4183.00,80,799,0.01912502988285919
213,"Census Tract 2717, Baltimore city, Maryland",4813.00,1749.00,925.00,31.00,47.10,2.54,3.45,9.80,0.00,0.00,19.70,17.10,6.20,89.60,0.40,95.00,3.30,0.00,18.70,25.60,24.40,11.70,4.40,7.20,0.80,18.20,14.50,11.40,1.40,52853.00,49.20,7.00,34.40,1.00,27489.00,37426.00,49219.00,50.60,50.60,6.30,13.60,0.00,15.90,2503.00,69.90,1.90,8.40,2503.00,24,510,271700,11.00,0.80,2.70,8.30,1749.00,48.50,900.00,3.05,1.10,28.50,35.10,27.90,20.00,0.00,997.00,976.00,5.10,32.90,0.00,0.00,4.70,4813.00,173,2626,0.03594431747350925
214,"Census Tract 2802, Baltimore city, Maryland",4960.00,1652.00,969.00,21.50,41.30,2.95,3.85,9.50,118.00,0.00,11.30,9.50,9.20,83.20,0.30,93.40,4.30,1.00,13.60,31.20,30.00,6.90,3.70,10.60,0.00,13.60,2.70,17.40,3.20,74745.00,44.80,8.70,19.40,5.30,28895.00,54779.00,42500.00,57.10,57.10,7.30,14.10,0.00,36.50,2038.00,81.10,1.60,29.50,2038.00,24,510,280200,4.20,0.00,0.70,1.20,1652.00,80.40,323.00,3.18,3.10,30.00,7.30,20.40,35.10,0.50,1645.00,897.00,2.60,30.50,1.50,0.00,8.50,4960.00,241,1455,0.04858870967741936
215,"Census Tract 2803.01, Baltimore city, Maryland",3849.00,1884.00,751.00,19.30,60.10,2.04,3.04,11.10,93.00,0.00,20.70,5.50,4.50,75.30,0.50,90.00,4.80,2.60,3.50,37.40,19.80,16.50,7.10,15.80,0.00,19.60,8.70,10.80,1.80,62366.00,24.60,6.70,28.50,3.20,33162.00,42250.00,36278.00,49.70,49.70,6.30,12.10,9.30,22.80,2178.00,86.50,23.10,6.80,2178.00,24,510,280301,21.60,0.70,1.50,5.00,1884.00,13.20,1635.00,1.85,7.60,19.70,3.60,11.20,6.80,0.00,1708.00,1035.00,11.80,15.10,2.40,0.00,14.70,3849.00,322,1149,0.08365809301117173
216,"Census Tract 1608.01, Baltimore city, Maryland",2940.00,1187.00,788.00,37.20,33.60,2.48,3.13,2.60,0.00,0.00,0.00,8.10,5.80,86.50,0.00,97.30,0.20,0.20,13.60,27.20,28.70,12.10,8.80,7.80,0.00,7.90,16.30,11.90,1.10,53940.00,34.60,4.80,17.50,0.00,26796.00,25859.00,47619.00,63.70,63.70,1.20,5.70,30.60,13.10,1407.00,84.40,7.60,22.10,1407.00,24,510,160801,0.00,0.00,0.00,0.00,1187.00,65.90,405.00,2.38,4.70,27.00,27.60,60.10,11.10,0.00,1128.00,986.00,5.40,23.40,0.70,0.00,1.00,2940.00,38,980,0.01292517006802721
217,"Census Tract 1608.02, Baltimore city, Maryland",3414.00,1049.00,798.00,44.10,23.90,3.24,3.61,7.90,31.00,19.80,15.90,10.20,7.50,84.50,0.50,96.70,0.90,0.10,10.80,23.00,34.20,15.30,9.30,10.30,0.00,4.90,9.70,11.60,0.80,55454.00,37.30,6.60,36.40,0.60,27157.00,31714.00,35946.00,49.10,49.10,8.90,13.80,44.40,27.10,1282.00,81.80,3.80,3.60,1282.00,24,510,160802,1.00,0.00,0.60,1.10,1049.00,64.60,371.00,2.76,0.00,20.40,49.30,38.50,5.20,0.70,1155.00,1340.00,8.60,16.50,0.00,0.00,1.30,3414.00,122,1333,0.035735207967193906
218,"Census Tract 603, Baltimore city, Maryland",1865.00,750.00,295.00,17.90,60.70,2.45,3.81,14.20,26.00,0.00,29.60,8.10,7.00,84.00,0.80,89.30,12.20,8.60,5.20,57.50,14.80,7.40,4.10,17.20,0.00,4.00,8.90,10.50,7.20,86234.00,13.90,4.80,21.10,10.80,45987.00,64922.00,53778.00,61.10,61.10,9.80,16.90,11.10,42.10,915.00,82.00,5.90,15.50,915.00,24,510,060300,0.00,0.00,1.00,0.70,750.00,51.50,364.00,2.15,7.30,17.50,1.80,22.00,16.80,9.30,1665.00,1446.00,10.00,9.10,0.00,4.00,54.50,1865.00,18,1642,0.0096514745308311
